Card_id,Card_name,Card_code,Rarity,Expasion_code,Expansion_name
283075,Tot Musica,P-060,Common,promo,Promos
283076,Where the Wind Blows,P-058,Common,promo,Promos
294209,Boa Hancock,P-066,Promo,promo,Promos
294210,"Eustass""Captain""Kid",P-067,Promo,promo,Promos
294213,"Eustass""Captain""Kid",P-003,Promo,promo,Promos
294214,Trafalgar Law,ST03-008,Promo,promo,Promos
299748,Hody & Hyouzou,P-062,Promo,promo,Promos
299851,Monkey.D.Luffy,P-080,Promo,promo,Promos
300551,Marco,P-071,Promo,promo,Promos
305074,Monkey.D.Luffy,P-043,Promo,promo,Promos
311877,Sanji,P-068,Promo,promo,Promos
311878,Sakazuki,P-076,Promo,promo,Promos
311913,Zoro-Juurou, OP05-067,Promo,promo,Promos
311914,O-Nami,OP06-101,Promo,promo,Promos
311915,Tony Tony.Chopper,P-065,Promo,promo,Promos
311916,Koala,P-069,Promo,promo,Promos
250633,Boa Hancock,OP02-059,Promo,jp,Judge Promos
250635,Donquixote Doflamingo,OP01-073,Promo,jp,Judge Promos
250636,Helmeppo,ST06-010,Promo,jp,Judge Promos
250637,Jozu,OP02-008,Promo,jp,Judge Promos
250638,Koby,OP02-098,Promo,jp,Judge Promos
250639,Kurozumi Higurashi,OP01-100,Promo,jp,Judge Promos
250640,Little Sadi,OP02-073,Promo,jp,Judge Promos
250641,Okiku,OP01-035,Promo,jp,Judge Promos
250642,Otama,OP01-006,Promo,jp,Judge Promos
250643,Yamato,OP02-042,Promo,jp,Judge Promos
260813,Perona,OP01-077,Promo,jp,Judge Promos
260814,Brook,OP02-040,Promo,jp,Judge Promos
260815,Donquixote Rosinante,OP02-108,Promo,jp,Judge Promos
260816,Buggy,OP03-008,Promo,jp,Judge Promos
260817,Flame Emperor,OP03-016,Promo,jp,Judge Promos
260818,Three Thousand Worlds,OP03-057,Promo,jp,Judge Promos
260819,Thunder Bolt,OP03-121,Promo,jp,Judge Promos
260820,X.Drake,ST02-014,Promo,jp,Judge Promos
260821,Monkey.D.Luffy,OP03-070,Promo,jp,Judge Promos
260822,Kalifa,OP03-081,Promo,jp,Judge Promos
260823,Charlotte Pudding,OP03-112,Promo,jp,Judge Promos
260824,Queen,ST04-005,Promo,jp,Judge Promos
290984,Killer,OP01-039,Promo,jp,Judge Promos
290985,Pacifista,OP01-075,Promo,jp,Judge Promos
290986,Shirley,OP03-104,Promo,jp,Judge Promos
290987,Spiderweb,OP04-035,Promo,jp,Judge Promos
290988,Ulti,OP04-043,Promo,jp,Judge Promos
290989,Bartolomeo,OP04-089,Promo,jp,Judge Promos
290990,Pell,OP05-014,Promo,jp,Judge Promos
290991,Belo Betty,OP05-015,Promo,jp,Judge Promos
290992,Zoro-Juuro,OP05-067,Promo,jp,Judge Promos
290993,Miss Doublefinger(Zala),OP05-073,Promo,jp,Judge Promos
290994,Gedatsu,OP05-102,Promo,jp,Judge Promos
290995,Hina,ST06-008,Promo,jp,Judge Promos
319140,Edward Weevil,OP08-042,Promo,jp,Judge Promos
319141,Nico Robin,OP05-010,Promo,jp,Judge Promos
319142,Ain,ST05-002,Promo,jp,Judge Promos
319143,Makino,ST13-012,Promo,jp,Judge Promos
319144,Ohm,OP05-101,Promo,jp,Judge Promos
319145,Ryuma,OP06-036,Promo,jp,Judge Promos
319146,Baccarat,OP07-010,Promo,jp,Judge Promos
319147,Zephyr (Navy),OP06-074,Promo,jp,Judge Promos
245405,Portgas.D.Ace,OP03-001,Promo,bandai,Premium Bandai Products
249403,Roronoa Zoro,OP01-001a,Alternate Art,bandai,Premium Bandai Products
249404,Usopp,ST01-002a,Alternate Art,bandai,Premium Bandai Products
249405,Jinbe,ST01-005a,Alternate Art,bandai,Premium Bandai Products
249406,Tony Tony.Chopper,ST01-006a,Alternate Art,bandai,Premium Bandai Products
249407,Nico Robin,ST01-008a,Alternate Art,bandai,Premium Bandai Products
249408,Franky,ST01-010a,Alternate Art,bandai,Premium Bandai Products
249409,Sanji,OP01-013a,Alternate Art,bandai,Premium Bandai Products
249410,Nami,OP01-016a,Alternate Art,bandai,Premium Bandai Products
249411,Brook,OP01-022a,Alternate Art,bandai,Premium Bandai Products
249412,Monkey.D.Luffy,P-001,Alternate Art,bandai,Premium Bandai Products
250507,Nico Robin,OP01-017,Promo,bandai,Premium Bandai Products
250508,Uta,OP01-005,Promo,bandai,Premium Bandai Products
250509,Jinbe,OP01-014,Promo,bandai,Premium Bandai Products
250530,Roronoa Zoro,ST01-013,Promo,bandai,Premium Bandai Products
250536,Franky,OP01-021,Promo,bandai,Premium Bandai Products
250538,Monkey.D.Luffy,P-022,Promo,bandai,Premium Bandai Products
250539,Usopp,ST01-002,Promo,bandai,Premium Bandai Products
250540,Sanji,ST01-004,Promo,bandai,Premium Bandai Products
250541,Tony Tony.Chopper,ST01-006,Promo,bandai,Premium Bandai Products
250542,Nami,ST01-007,Promo,bandai,Premium Bandai Products
250543,Shanks,P-016,Promo,bandai,Premium Bandai Products
250544,Brook,ST01-011,Promo,bandai,Premium Bandai Products
295262,Brook,ST01-011,Promo,bandai,Premium Bandai Products
295263,Edward.Newgate,OP02-001,Promo,bandai,Premium Bandai Products
295264,Franky,ST01-010,Promo,bandai,Premium Bandai Products
295265,Jinbe,ST01-005,Promo,bandai,Premium Bandai Products
295267,Monkey.D.Luffy,ST10-006,Promo,bandai,Premium Bandai Products
295268,Nami,OP01-016,Promo,bandai,Premium Bandai Products
295269,Nico Robin,OP01-017,Promo,bandai,Premium Bandai Products
295270,Roronoa Zoro,OP01-025,Promo,bandai,Premium Bandai Products
295271,Sanji,OP01-013,Promo,bandai,Premium Bandai Products
295272,Tony Tony.Chopper,ST01-006,Promo,bandai,Premium Bandai Products
295274,Usopp,OP01-004,Promo,bandai,Premium Bandai Products
311872,Don!!,,DON!!,bandai,Premium Bandai Products
311873,Don!!,,DON!!,bandai,Premium Bandai Products
245330,Kaido,ST04-001p,Leader,st-04,Starter Deck: Animal Kingdom Pirates
245331,Kaido,ST04-001,Leader,st-04,Starter Deck: Animal Kingdom Pirates
245332,Ulti,ST04-002,Common,st-04,Starter Deck: Animal Kingdom Pirates
245333,Ulti,ST04-002p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245334,Kaido,ST04-003,Super Rare,st-04,Starter Deck: Animal Kingdom Pirates
245335,Kaido,ST04-003p,Super Rare,st-04,Starter Deck: Animal Kingdom Pirates
245336,King,ST04-004,Super Rare,st-04,Starter Deck: Animal Kingdom Pirates
245337,King,ST04-004p,Super Rare,st-04,Starter Deck: Animal Kingdom Pirates
245338,Queen,ST04-005,Common,st-04,Starter Deck: Animal Kingdom Pirates
245339,Queen,ST04-005p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245340,Sasaki,ST04-006,Common,st-04,Starter Deck: Animal Kingdom Pirates
245341,Sasaki,ST04-006p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245342,Sheepshead,ST04-007,Common,st-04,Starter Deck: Animal Kingdom Pirates
245343,Sheepshead,ST04-007p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245344,Jack,ST04-008,Common,st-04,Starter Deck: Animal Kingdom Pirates
245345,Jack,ST04-008p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245346,Ginrummy,ST04-009,Common,st-04,Starter Deck: Animal Kingdom Pirates
245347,Ginrummy,ST04-009p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245348,Who's.Who,ST04-010,Common,st-04,Starter Deck: Animal Kingdom Pirates
245349,Who's.Who,ST04-010p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245350,Black Maria,ST04-011,Common,st-04,Starter Deck: Animal Kingdom Pirates
245351,Black Maria,ST04-011p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245352,Page One,ST04-012,Common,st-04,Starter Deck: Animal Kingdom Pirates
245353,Page One,ST04-012p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245354,X.Drake,ST04-013,Common,st-04,Starter Deck: Animal Kingdom Pirates
245355,X.Drake,ST04-013p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245356,"Lead Performer ""Disaster""",ST04-014,Common,st-04,Starter Deck: Animal Kingdom Pirates
245357,"Lead Performer ""Disaster""",ST04-014p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245358,Brachio Bomber,ST04-015,Common,st-04,Starter Deck: Animal Kingdom Pirates
245359,Brachio Bomber,ST04-015p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245360,Blast Breath,ST04-016,Common,st-04,Starter Deck: Animal Kingdom Pirates
245361,Blast Breath,ST04-016p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245362,Onigashima Island,ST04-017,Common,st-04,Starter Deck: Animal Kingdom Pirates
245363,Onigashima Island,ST04-017p,Common,st-04,Starter Deck: Animal Kingdom Pirates
245294,Crocodile,ST03-001p,Leader,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245295,Crocodile,ST03-001,Leader,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245298,Edward Weevil,ST03-002,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245299,Edward Weevil,ST03-002p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245300,Crocodile,ST03-003,Super Rare,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245301,Crocodile,ST03-003p,Super Rare,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245302,Gecko Moria,ST03-004,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245303,Gecko Moria,ST03-004p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245304,Dracule Mihawk,ST03-005,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245305,Dracule Mihawk,ST03-005p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245306,Jinbe,ST03-006,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245307,Jinbe,ST03-006p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245308,Sentomaru,ST03-007,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245309,Sentomaru,ST03-007p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245310,Trafalgar Law,ST03-008,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245311,Trafalgar Law,ST03-008p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245312,Donquixote Doflamingo,ST03-009,Super Rare,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245313,Donquixote Doflamingo,ST03-009p,Super Rare,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245314,Bartholomew Kuma,ST03-010,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245315,Bartholomew Kuma,ST03-010p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245316,Buggy,ST03-011,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245317,Buggy,ST03-011p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245318,Pacifista,ST03-012,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245319,Pacifista,ST03-012p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245320,Boa Hancock,ST03-013,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245321,Boa Hancock,ST03-013p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245322,Marshall.D.Teach,ST03-014,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245323,Marshall.D.Teach,ST03-014p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245324,Sables,ST03-015,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245325,Sables,ST03-015p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245326,Thrust Pad Cannon,ST03-016,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245327,Thrust Pad Cannon,ST03-016p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245328,Love-Love Mellow,ST03-017,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245329,Love-Love Mellow,ST03-017p,Common,st-03,ST-03: Starter Deck: The Seven Warlords of the Sea
245246,"Eustass""Captain""Kid",ST02-001p,Leader,st-02,ST-02: Starter Deck: Worst Generation
245247,Vito,ST02-002,Common,st-02,ST-02: Starter Deck: Worst Generation
245248,Vito,ST02-002p,Common,st-02,ST-02: Starter Deck: Worst Generation
245249,Urouge,ST02-003,Common,st-02,ST-02: Starter Deck: Worst Generation
245250,Urouge,ST02-003p,Common,st-02,ST-02: Starter Deck: Worst Generation
245251,"Capone""Gang""Bege",ST02-004,Common,st-02,ST-02: Starter Deck: Worst Generation
245252,"Capone""Gang""Bege",ST02-004p,Common,st-02,ST-02: Starter Deck: Worst Generation
245253,Killer,ST02-005,Common,st-02,ST-02: Starter Deck: Worst Generation
245254,Killer,ST02-005p,Common,st-02,ST-02: Starter Deck: Worst Generation
245255,Koby,ST02-006,Common,st-02,ST-02: Starter Deck: Worst Generation
245256,Koby,ST02-006p,Common,st-02,ST-02: Starter Deck: Worst Generation
245257,Jewelry Bonney,ST02-007,Common,st-02,ST-02: Starter Deck: Worst Generation
245258,Jewelry Bonney,ST02-007p,Common,st-02,ST-02: Starter Deck: Worst Generation
245260,Scratchmen Apoo,ST02-008,Common,st-02,ST-02: Starter Deck: Worst Generation
245261,Scratchmen Apoo,ST02-008p,Common,st-02,ST-02: Starter Deck: Worst Generation
245263,Trafalgar Law,ST02-009,Super Rare,st-02,ST-02: Starter Deck: Worst Generation
245264,Trafalgar Law,ST02-009p,Super Rare,st-02,ST-02: Starter Deck: Worst Generation
245265,Basil Hawkins,ST02-010,Common,st-02,ST-02: Starter Deck: Worst Generation
245267,Basil Hawkins,ST02-010p,Common,st-02,ST-02: Starter Deck: Worst Generation
245268,Heat,ST02-011,Common,st-02,ST-02: Starter Deck: Worst Generation
245269,Heat,ST02-011p,Common,st-02,ST-02: Starter Deck: Worst Generation
245271,Bepo,ST02-012,Common,st-02,ST-02: Starter Deck: Worst Generation
245272,Bepo,ST02-012p,Common,st-02,ST-02: Starter Deck: Worst Generation
245273,"Eustass""Captain""Kid",ST02-013,Super Rare,st-02,ST-02: Starter Deck: Worst Generation
245275,"Eustass""Captain""Kid",ST02-013p,Super Rare,st-02,ST-02: Starter Deck: Worst Generation
245276,X.Drake,ST02-014,Common,st-02,ST-02: Starter Deck: Worst Generation
245278,X.Drake,ST02-014p,Common,st-02,ST-02: Starter Deck: Worst Generation
245279,Scalpel,ST02-015,Common,st-02,ST-02: Starter Deck: Worst Generation
245280,Scalpel,ST02-015p,Common,st-02,ST-02: Starter Deck: Worst Generation
245281,Repel,ST02-016,Common,st-02,ST-02: Starter Deck: Worst Generation
245283,Repel,ST02-016p,Common,st-02,ST-02: Starter Deck: Worst Generation
245284,Straw Sword,ST02-017,Common,st-02,ST-02: Starter Deck: Worst Generation
245286,Straw Sword,ST02-017p,Common,st-02,ST-02: Starter Deck: Worst Generation
245287,"Eustass""Captain""Kid",ST02-001,Leader,st-02,ST-02: Starter Deck: Worst Generation
244871,Monkey.D.Luffy,ST01-001p,Leader,st-01,ST-01: Starter Deck: Straw Hat Crew
244872,Monkey.D.Luffy,ST01-001,Leader,st-01,ST-01: Starter Deck: Straw Hat Crew
244873,Usopp,ST01-002,Leader,st-01,ST-01: Starter Deck: Straw Hat Crew
244874,Usopp,ST01-002p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244875,Karoo,ST01-003,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244876,Karoo,ST01-003p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244877,Sanji,ST01-004,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244878,Sanji,ST01-004p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244879,Jinbe,ST01-005,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244880,Jinbe,ST01-005p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244882,Tony Tony.Chopper,ST01-006,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244883,Tony Tony.Chopper,ST01-006p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244884,Nami,ST01-007,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244885,Nami,ST01-007p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244886,Nico Robin,ST01-008,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244887,Nico Robin,ST01-008p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244897,Nefeltari Vivi,ST01-009,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244898,Nefeltari Vivi,ST01-009p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244901,Franky,ST01-010p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
244904,Franky,ST01-010,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245224,Brook,ST01-011,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245225,Brook,ST01-011p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245226,Monkey.D.Luffy,ST01-012,Super Rare,st-01,ST-01: Starter Deck: Straw Hat Crew
245227,Monkey.D.Luffy,ST01-012p,Super Rare,st-01,ST-01: Starter Deck: Straw Hat Crew
245229,Roronoa Zoro,ST01-013,Super Rare,st-01,ST-01: Starter Deck: Straw Hat Crew
245230,Roronoa Zoro,ST01-013p,Super Rare,st-01,ST-01: Starter Deck: Straw Hat Crew
245231,Guard Point,ST01-014,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245232,Guard Point,ST01-014p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245234,Gum-Gum Jet Pistol,ST01-015,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245236,Gum-Gum Jet Pistol,ST01-015p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245238,Diable Jambe,ST01-016,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245240,Diable Jambe,ST01-016p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245242,Thousand Sunny,ST01-017,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
245243,Thousand Sunny,ST01-017p,Common,st-01,ST-01: Starter Deck: Straw Hat Crew
318404,Monkey.D.Luffy,ST01-001,Leader,st-01,ST-01: Starter Deck: Straw Hat Crew
244442,Alvida,OP01-064,Common,op-01,OP-01: Romance Dawn
244449,Alvida,OP01-064b,Alternate Art,op-01,OP-01: Romance Dawn
244451,Arlong,OP01-063,Uncommon,op-01,OP-01: Romance Dawn
244453,Artificial Devil Fruit SMILE,OP01-116,Uncommon,op-01,OP-01: Romance Dawn
244455,Roronoa Zoro,OP01-001,Leader,op-01,OP-01: Romance Dawn
244459,Roronoa Zoro,OP01-001a,Alternate Art,op-01,OP-01: Romance Dawn
244461,Trafalgar Law,OP01-002,Leader,op-01,OP-01: Romance Dawn
244463,Trafalgar Law,OP01-002a,Alternate Art,op-01,OP-01: Romance Dawn
244465,Monkey.D.Luffy,OP01-003,Leader,op-01,OP-01: Romance Dawn
244467,Monkey.D.Luffy,OP01-003a,Alternate Art,op-01,OP-01: Romance Dawn
244469,Usopp,OP01-004,Rare,op-01,OP-01: Romance Dawn
244470,Uta,OP01-005,Rare,op-01,OP-01: Romance Dawn
244472,Otama,OP01-006,Uncommon,op-01,OP-01: Romance Dawn
244474,Caribou,OP01-007,Common,op-01,OP-01: Romance Dawn
244476,Cavendish,OP01-008,Common,op-01,OP-01: Romance Dawn
244478,Cavendish,OP01-008b,Alternate Art,op-01,OP-01: Romance Dawn
244479,Carrot,OP01-009,Common,op-01,OP-01: Romance Dawn
244482,Komachiyo,OP01-010,Common,op-01,OP-01: Romance Dawn
244484,Gordon,OP01-011,Uncommon,op-01,OP-01: Romance Dawn
244486,Sai,OP01-012,Common,op-01,OP-01: Romance Dawn
244487,Sanji,OP01-013,Rare,op-01,OP-01: Romance Dawn
244489,Sanji,OP01-013a,Alternate Art,op-01,OP-01: Romance Dawn
244491,Jinbe,OP01-014,Uncommon,op-01,OP-01: Romance Dawn
244492,Tony Tony.Chopper,OP01-015,Uncommon,op-01,OP-01: Romance Dawn
244494,Nami,OP01-016,Rare,op-01,OP-01: Romance Dawn
244496,Nami,OP01-016a,Alternate Art,op-01,OP-01: Romance Dawn
244497,Nico Robin,OP01-017,Rare,op-01,OP-01: Romance Dawn
244499,Hajrudin,OP01-018,Common,op-01,OP-01: Romance Dawn
244501,Bartolomeo,OP01-019,Common,op-01,OP-01: Romance Dawn
244502,Hyogoro,OP01-020,Common,op-01,OP-01: Romance Dawn
244504,Franky,OP01-021,Uncommon,op-01,OP-01: Romance Dawn
244505,Brook,OP01-022,Uncommon,op-01,OP-01: Romance Dawn
244507,Marco,OP01-023,Common,op-01,OP-01: Romance Dawn
244509,Monkey.D.Luffy,OP01-024,Super Rare,op-01,OP-01: Romance Dawn
244510,Monkey.D.Luffy,OP01-024a,Alternate Art,op-01,OP-01: Romance Dawn
244512,Roronoa Zoro,OP01-025,Super Rare,op-01,OP-01: Romance Dawn
244513,Roronoa Zoro,OP01-025a,Alternate Art,op-01,OP-01: Romance Dawn
244515,Gum-Gum Fire-Fist Pistol Red Hawk,OP01-026,Rare,op-01,OP-01: Romance Dawn
244519,Round Table,OP01-027,Common,op-01,OP-01: Romance Dawn
244521,Green Star Rafflesia,OP01-028,Common,op-01,OP-01: Romance Dawn
244522,Radical Beam!!,OP01-029,Uncommon,op-01,OP-01: Romance Dawn
244524,In Two Years!! At the Sabaody Archipelago!!,OP01-030,Uncommon,op-01,OP-01: Romance Dawn
