id,Card_id,Collector_code,Card_name,Expansion_code,Rarity,User_id,User_name,User_country,Quantity,Price
266202435,249404,ST01-002a,Usopp,bandai,Alternate Art,49946,M H C T,AT,6,3.63
266128307,249404,ST01-002a,Usopp,bandai,Alternate Art,46772,Baruzcard,IT,1,4.8
226477450,249404,ST01-002a,Usopp,bandai,Alternate Art,74219,Gabgenqc,CA,1,4.86
271414641,249404,ST01-002a,Usopp,bandai,Alternate Art,95464,Topdeck Hero Boucherville,CA,2,6.14
271567229,249404,ST01-002a,Usopp,bandai,Alternate Art,61442,The Toy Trove,CA,6,14.45
212920401,249404,ST01-002a,Usopp,bandai,Alternate Art,46775,Koma76,BE,1,35.57
300081309,249405,ST01-005a,Jinbe,bandai,Alternate Art,52908,Cards4kidz,IT,5,0.66
297860234,249405,ST01-005a,Jinbe,bandai,Alternate Art,144987,Artrite,IT,2,0.67
235109447,249405,ST01-005a,Jinbe,bandai,Alternate Art,128851,Christofiar,IT,4,0.67
298058027,249405,ST01-005a,Jinbe,bandai,Alternate Art,197140,Goatstore it,IT,1,0.68
299926544,249405,ST01-005a,Jinbe,bandai,Alternate Art,280639,CptJonh,PT,2,0.7
237611758,249405,ST01-005a,Jinbe,bandai,Alternate Art,98822,Mooncake,IT,3,0.7
299318128,249405,ST01-005a,Jinbe,bandai,Alternate Art,81,Laconteacag,IT,1,0.77
230121272,249405,ST01-005a,Jinbe,bandai,Alternate Art,169338,Steven-5,IT,1,0.79
274797658,249405,ST01-005a,Jinbe,bandai,Alternate Art,242109,Diadem Hobbies,CA,4,0.9
290178153,249405,ST01-005a,Jinbe,bandai,Alternate Art,52835,Pool4you,ES,11,0.93
237015733,249405,ST01-005a,Jinbe,bandai,Alternate Art,48675,Iltempiodikronos,IT,1,0.99
298383501,249405,ST01-005a,Jinbe,bandai,Alternate Art,48675,Iltempiodikronos,IT,2,0.99
296658695,249405,ST01-005a,Jinbe,bandai,Alternate Art,14263,CerberusTCG,IT,2,1.21
287178829,249405,ST01-005a,Jinbe,bandai,Alternate Art,86502,ChimeraTrading,IT,6,1.22
293677154,249405,ST01-005a,Jinbe,bandai,Alternate Art,30639,Jokerslair,IT,6,1.27
234877120,249405,ST01-005a,Jinbe,bandai,Alternate Art,117801,TOWERSELLER,IT,1,1.28
280583225,249405,ST01-005a,Jinbe,bandai,Alternate Art,14263,CerberusTCG,IT,1,1.28
257056103,249405,ST01-005a,Jinbe,bandai,Alternate Art,1992,Mascagni TCG,IT,1,1.29
265549843,249405,ST01-005a,Jinbe,bandai,Alternate Art,56,Oblivionmtg,IT,3,1.29
261272040,249405,ST01-005a,Jinbe,bandai,Alternate Art,107603,AthensCollectibles,GR,3,1.29
234876750,249405,ST01-005a,Jinbe,bandai,Alternate Art,117801,TOWERSELLER,IT,2,1.75
299268072,249405,ST01-005a,Jinbe,bandai,Alternate Art,302003,Epik Cards Games,US,1,1.8
186592352,249405,ST01-005a,Jinbe,bandai,Alternate Art,46772,Baruzcard,IT,1,2.34
252836774,249405,ST01-005a,Jinbe,bandai,Alternate Art,213574,RKards,IT,1,2.34
289135399,249405,ST01-005a,Jinbe,bandai,Alternate Art,66624,BlackLotusCardstore,IT,3,2.46
186583411,249405,ST01-005a,Jinbe,bandai,Alternate Art,114554,Onepiecerob,IT,4,2.5
206015918,249405,ST01-005a,Jinbe,bandai,Alternate Art,78665,Red Riot Games,CA,5,2.72
290178152,249405,ST01-005a,Jinbe,bandai,Alternate Art,52835,Pool4you,ES,22,2.87
194462926,249405,ST01-005a,Jinbe,bandai,Alternate Art,3972,TolarianAcademy,IT,1,3.57
259044369,249405,ST01-005a,Jinbe,bandai,Alternate Art,91373,LastDraw,DE,4,3.62
266202230,249405,ST01-005a,Jinbe,bandai,Alternate Art,49946,M H C T,AT,6,3.63
227631854,249405,ST01-005a,Jinbe,bandai,Alternate Art,49946,M H C T,AT,4,3.63
212920391,249405,ST01-005a,Jinbe,bandai,Alternate Art,46775,Koma76,BE,1,59.27
300196181,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,52908,Cards4kidz,IT,6,4.08
297860242,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,144987,Artrite,IT,1,4.09
273379528,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,48690,Guiropa,ES,2,4.69
266295041,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,55848,Homelands,ES,1,4.79
297023804,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,52835,Pool4you,ES,28,4.79
296658683,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,14263,CerberusTCG,IT,1,4.8
266764500,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,104611,Mryusei97-1,IT,1,4.87
274685957,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,78578,FREAK CORP,ES,3,4.87
251166084,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,222013,HHandsomeRRustyy,IT,1,5.14
251165825,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,222013,HHandsomeRRustyy,IT,1,5.14
251166026,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,222013,HHandsomeRRustyy,IT,2,5.14
288906158,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,21929,Galactus Roma,IT,3,5.39
297023803,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,52835,Pool4you,ES,1,5.46
297023802,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,52835,Pool4you,ES,22,5.62
242157081,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,3972,TolarianAcademy,IT,2,5.92
280583198,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,14263,CerberusTCG,IT,1,5.97
261271988,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,107603,AthensCollectibles,GR,2,5.98
227631786,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,49946,M H C T,AT,4,9.54
230120946,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,169338,Steven-5,IT,1,9.65
206017229,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,78665,Red Riot Games,CA,2,9.81
259044371,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,91373,LastDraw,DE,4,10.0
252837237,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,213574,RKards,IT,1,11.76
293676228,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,30639,Jokerslair,IT,6,11.88
234876939,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,117801,TOWERSELLER,IT,2,11.88
226477453,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,74219,Gabgenqc,CA,1,20.08
271567230,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,61442,The Toy Trove,CA,6,24.16
271414642,249406,ST01-006a,Tony Tony.Chopper,bandai,Alternate Art,95464,Topdeck Hero Boucherville,CA,2,25.4
300902879,249407,ST01-008a,Nico Robin,bandai,Alternate Art,36,Magic Planet,IT,2,1.82
186592330,249407,ST01-008a,Nico Robin,bandai,Alternate Art,46772,Baruzcard,IT,1,5.28
299318131,249407,ST01-008a,Nico Robin,bandai,Alternate Art,81,Laconteacag,IT,1,5.3
296604851,249407,ST01-008a,Nico Robin,bandai,Alternate Art,213574,RKards,IT,1,5.86
266202271,249407,ST01-008a,Nico Robin,bandai,Alternate Art,49946,M H C T,AT,6,6.6
206759730,249407,ST01-008a,Nico Robin,bandai,Alternate Art,78665,Red Riot Games,CA,2,6.64
259044374,249407,ST01-008a,Nico Robin,bandai,Alternate Art,91373,LastDraw,DE,4,12.88
273278306,249408,ST01-010a,Franky,bandai,Alternate Art,48690,Guiropa,ES,1,1.01
298903607,249408,ST01-010a,Franky,bandai,Alternate Art,52908,Cards4kidz,IT,6,1.07
299318133,249408,ST01-010a,Franky,bandai,Alternate Art,81,Laconteacag,IT,1,1.12
300902884,249408,ST01-010a,Franky,bandai,Alternate Art,36,Magic Planet,IT,4,1.18
298048754,249408,ST01-010a,Franky,bandai,Alternate Art,10916,Fire and Dice,IT,3,1.22
251165977,249408,ST01-010a,Franky,bandai,Alternate Art,222013,HHandsomeRRustyy,IT,2,1.23
297860318,249408,ST01-010a,Franky,bandai,Alternate Art,144987,Artrite,IT,1,1.25
296658661,249408,ST01-010a,Franky,bandai,Alternate Art,14263,CerberusTCG,IT,2,1.28
299589897,249408,ST01-010a,Franky,bandai,Alternate Art,139336,Edicola87,IT,2,1.29
299926537,249408,ST01-010a,Franky,bandai,Alternate Art,280639,CptJonh,PT,2,1.29
225123970,249408,ST01-010a,Franky,bandai,Alternate Art,32267,RADICALCARD,IT,1,1.29
266764106,249408,ST01-010a,Franky,bandai,Alternate Art,104611,Mryusei97-1,IT,1,1.31
294924296,249408,ST01-010a,Franky,bandai,Alternate Art,17803,TheSideralWolf,IT,6,1.58
265551646,249408,ST01-010a,Franky,bandai,Alternate Art,56,Oblivionmtg,IT,3,1.88
288961486,249408,ST01-010a,Franky,bandai,Alternate Art,52835,Pool4you,ES,1,1.88
274685948,249408,ST01-010a,Franky,bandai,Alternate Art,78578,FREAK CORP,ES,4,1.9
257760660,249408,ST01-010a,Franky,bandai,Alternate Art,52835,Pool4you,ES,12,2.45
280583206,249408,ST01-010a,Franky,bandai,Alternate Art,14263,CerberusTCG,IT,1,2.45
266128303,249408,ST01-010a,Franky,bandai,Alternate Art,46772,Baruzcard,IT,1,2.46
257056111,249408,ST01-010a,Franky,bandai,Alternate Art,1992,Mascagni TCG,IT,1,2.46
293676211,249408,ST01-010a,Franky,bandai,Alternate Art,30639,Jokerslair,IT,6,2.92
230120980,249408,ST01-010a,Franky,bandai,Alternate Art,169338,Steven-5,IT,1,3.16
278889378,249408,ST01-010a,Franky,bandai,Alternate Art,52835,Pool4you,ES,22,3.28
252836677,249408,ST01-010a,Franky,bandai,Alternate Art,213574,RKards,IT,1,3.51
194462919,249408,ST01-010a,Franky,bandai,Alternate Art,3972,TolarianAcademy,IT,1,3.57
266202414,249408,ST01-010a,Franky,bandai,Alternate Art,49946,M H C T,AT,4,3.63
227631845,249408,ST01-010a,Franky,bandai,Alternate Art,49946,M H C T,AT,4,3.63
206476342,249408,ST01-010a,Franky,bandai,Alternate Art,78665,Red Riot Games,CA,1,4.0
259044389,249408,ST01-010a,Franky,bandai,Alternate Art,91373,LastDraw,DE,4,7.18
212920232,249408,ST01-010a,Franky,bandai,Alternate Art,46775,Koma76,BE,1,59.27
300892586,249409,OP01-013a,Sanji,bandai,Alternate Art,66624,BlackLotusCardstore,IT,1,14.29
299336886,249409,OP01-013a,Sanji,bandai,Alternate Art,52835,Pool4you,ES,11,15.35
226477351,249409,OP01-013a,Sanji,bandai,Alternate Art,74219,Gabgenqc,CA,1,24.72
299318306,249409,OP01-013a,Sanji,bandai,Alternate Art,81,Laconteacag,IT,1,29.73
297642399,249410,OP01-016a,Nami,bandai,Alternate Art,242109,Diadem Hobbies,CA,1,13.48
296544711,249410,OP01-016a,Nami,bandai,Alternate Art,125523,CarrettodiCarta,IT,1,14.29
266202146,249410,OP01-016a,Nami,bandai,Alternate Art,49946,M H C T,AT,4,14.88
265549823,249410,OP01-016a,Nami,bandai,Alternate Art,56,Oblivionmtg,IT,2,14.88
298757689,249410,OP01-016a,Nami,bandai,Alternate Art,52835,Pool4you,ES,12,21.38
226477443,249410,OP01-016a,Nami,bandai,Alternate Art,74219,Gabgenqc,CA,1,27.09
299589896,249411,OP01-022a,Brook,bandai,Alternate Art,139336,Edicola87,IT,1,3.04
299926548,249411,OP01-022a,Brook,bandai,Alternate Art,280639,CptJonh,PT,2,3.04
300902885,249411,OP01-022a,Brook,bandai,Alternate Art,36,Magic Planet,IT,4,3.62
297860247,249411,OP01-022a,Brook,bandai,Alternate Art,144987,Artrite,IT,1,4.73
292781394,249411,OP01-022a,Brook,bandai,Alternate Art,295514,UrzasConsulting,IT,1,4.8
265550826,249411,OP01-022a,Brook,bandai,Alternate Art,56,Oblivionmtg,IT,4,4.81
299318701,249411,OP01-022a,Brook,bandai,Alternate Art,81,Laconteacag,IT,1,4.85
266764277,249411,OP01-022a,Brook,bandai,Alternate Art,104611,Mryusei97-1,IT,1,4.93
278889380,249411,OP01-022a,Brook,bandai,Alternate Art,52835,Pool4you,ES,3,5.39
227631803,249411,OP01-022a,Brook,bandai,Alternate Art,49946,M H C T,AT,3,5.4
230120824,249411,OP01-022a,Brook,bandai,Alternate Art,169338,Steven-5,IT,1,5.49
293677146,249411,OP01-022a,Brook,bandai,Alternate Art,30639,Jokerslair,IT,5,5.96
278889379,249411,OP01-022a,Brook,bandai,Alternate Art,52835,Pool4you,ES,5,5.97
257056130,249411,OP01-022a,Brook,bandai,Alternate Art,1992,Mascagni TCG,IT,1,5.98
299367854,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,36,Magic Planet,IT,4,3.51
277776005,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,52908,Cards4kidz,IT,10,3.58
296084476,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,10916,Fire and Dice,IT,1,3.6
298383502,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,48675,Iltempiodikronos,IT,1,3.62
299926549,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,280639,CptJonh,PT,2,3.63
235109441,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,128851,Christofiar,IT,3,3.91
231232617,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,52835,Pool4you,ES,9,4.21
237003079,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,117801,TOWERSELLER,IT,1,4.23
274982446,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,78578,FREAK CORP,ES,4,4.28
266764280,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,104611,Mryusei97-1,IT,1,4.31
289135401,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,66624,BlackLotusCardstore,IT,1,4.46
293676524,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,30639,Jokerslair,IT,5,4.5
265551048,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,56,Oblivionmtg,IT,3,4.81
278889369,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,52835,Pool4you,ES,16,5.39
252836726,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,213574,RKards,IT,1,5.86
292015627,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,148161,PhyrexianPlaguelordMTG,IT,1,5.92
280583243,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,14263,CerberusTCG,IT,1,5.97
278889370,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,52835,Pool4you,ES,35,6.87
266202279,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,49946,M H C T,AT,6,8.36
232881685,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,78665,Red Riot Games,CA,1,8.94
259044365,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,91373,LastDraw,DE,4,12.88
271426916,249412,P-001,Monkey.D.Luffy,bandai,Alternate Art,180981,XLimitedtcg,CA,12,14.46
295191235,244449,OP01-064b,Alvida,op-01,Alternate Art,45031,Aincard Trieste,IT,1,4.77
287986002,244449,OP01-064b,Alvida,op-01,Alternate Art,201431,BlackDragonIT,IT,1,4.78
290124229,244449,OP01-064b,Alvida,op-01,Alternate Art,66624,BlackLotusCardstore,IT,3,4.8
298372879,244449,OP01-064b,Alvida,op-01,Alternate Art,52835,Pool4you,ES,1,4.8
292789619,244449,OP01-064b,Alvida,op-01,Alternate Art,38158,Kalosgames,IT,1,5.33
293153892,244449,OP01-064b,Alvida,op-01,Alternate Art,34645,Germanocarpentieri,IT,1,5.44
266764235,244449,OP01-064b,Alvida,op-01,Alternate Art,104611,Mryusei97-1,IT,1,5.83
299860747,244449,OP01-064b,Alvida,op-01,Alternate Art,30639,Jokerslair,IT,3,5.85
248833266,244449,OP01-064b,Alvida,op-01,Alternate Art,46574,Magic Store Foil,IT,1,5.96
265549939,244449,OP01-064b,Alvida,op-01,Alternate Art,56,Oblivionmtg,IT,2,5.98
237968804,244449,OP01-064b,Alvida,op-01,Alternate Art,5893,Gamic,IT,4,5.98
296857386,244449,OP01-064b,Alvida,op-01,Alternate Art,21929,Galactus Roma,IT,2,6.59
280390295,244449,OP01-064b,Alvida,op-01,Alternate Art,779,Cardshopaolo,IT,1,6.6
266636673,244449,OP01-064b,Alvida,op-01,Alternate Art,157356,Quintamarcha,ES,1,8.28
275025362,244449,OP01-064b,Alvida,op-01,Alternate Art,55848,Homelands,ES,1,8.28
266639174,244459,OP01-001a,Roronoa Zoro,op-01,Alternate Art,157356,Quintamarcha,ES,1,322.63
299573364,244459,OP01-001a,Roronoa Zoro,op-01,Alternate Art,295514,UrzasConsulting,IT,1,328.54
226475482,244459,OP01-001a,Roronoa Zoro,op-01,Alternate Art,74219,Gabgenqc,CA,1,373.3
299317872,244459,OP01-001a,Roronoa Zoro,op-01,Alternate Art,17803,TheSideralWolf,IT,1,395.85
296542085,244459,OP01-001a,Roronoa Zoro,op-01,Alternate Art,125523,CarrettodiCarta,IT,1,402.55
273204032,244459,OP01-001a,Roronoa Zoro,op-01,Alternate Art,71461,Good Games,AU,2,504.56
230208882,244459,OP01-001a,Roronoa Zoro,op-01,Alternate Art,176507,Kalarien,BR,1,608.53
290843754,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,52835,Pool4you,ES,1,229.62
272354854,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,206523,WeatherlightGames,PT,1,234.81
299573450,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,295514,UrzasConsulting,IT,1,234.83
273292779,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,52835,Pool4you,ES,1,234.87
299317887,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,17803,TheSideralWolf,IT,1,293.42
296373590,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,32267,RADICALCARD,IT,1,316.83
233762297,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,48383,Timetwistergames,IT,2,316.83
246997976,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,38370,EronsBazaar,IT,1,373.18
279122085,244463,OP01-002a,Trafalgar Law,op-01,Alternate Art,69525,Piombo 10,IT,1,410.48
259422728,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,29717,Dantematteo,IT,1,260.57
300992525,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,148161,PhyrexianPlaguelordMTG,IT,1,269.95
299573449,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,295514,UrzasConsulting,IT,1,269.98
233857918,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,148842,ShopponiStore,IT,1,269.99
246940534,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,38370,EronsBazaar,IT,1,273.89
271777227,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,52835,Pool4you,ES,1,275.84
266638193,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,157356,Quintamarcha,ES,1,275.84
226475511,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,74219,Gabgenqc,CA,1,287.17
299317839,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,17803,TheSideralWolf,IT,1,293.39
233582937,244467,OP01-003a,Monkey.D.Luffy,op-01,Alternate Art,71461,Good Games,AU,3,426.09
296544871,244478,OP01-008b,Cavendish,op-01,Alternate Art,125523,CarrettodiCarta,IT,1,1.74
300409215,244478,OP01-008b,Cavendish,op-01,Alternate Art,38370,EronsBazaar,IT,1,1.75
299573373,244478,OP01-008b,Cavendish,op-01,Alternate Art,295514,UrzasConsulting,IT,1,1.81
298364605,244478,OP01-008b,Cavendish,op-01,Alternate Art,36,Magic Planet,IT,1,1.82
245370686,244478,OP01-008b,Cavendish,op-01,Alternate Art,148842,ShopponiStore,IT,1,1.85
264231319,244478,OP01-008b,Cavendish,op-01,Alternate Art,34130,PowerNine 2019,IT,1,1.88
177814731,244478,OP01-008b,Cavendish,op-01,Alternate Art,61597,TCG-SPAIN,ES,5,2.4
257630751,244478,OP01-008b,Cavendish,op-01,Alternate Art,184095,GoblinTown,IT,1,2.46
244871351,244478,OP01-008b,Cavendish,op-01,Alternate Art,69525,Piombo 10,IT,3,3.04
246924462,244478,OP01-008b,Cavendish,op-01,Alternate Art,85328,FirstPick,IT,1,3.51
297627373,244478,OP01-008b,Cavendish,op-01,Alternate Art,14263,CerberusTCG,IT,1,3.62
299860735,244478,OP01-008b,Cavendish,op-01,Alternate Art,30639,Jokerslair,IT,3,3.62
288595074,244478,OP01-008b,Cavendish,op-01,Alternate Art,66624,BlackLotusCardstore,IT,2,3.63
300965251,244478,OP01-008b,Cavendish,op-01,Alternate Art,21929,Galactus Roma,IT,4,3.93
295908583,244478,OP01-008b,Cavendish,op-01,Alternate Art,3972,TolarianAcademy,IT,1,4.76
268941763,244478,OP01-008b,Cavendish,op-01,Alternate Art,157356,Quintamarcha,ES,3,4.81
251162704,244478,OP01-008b,Cavendish,op-01,Alternate Art,108080,OPSSMARKET,IT,1,5.98
300504936,244489,OP01-013a,Sanji,op-01,Alternate Art,181405,TKart,IT,1,46.85
292997755,244489,OP01-013a,Sanji,op-01,Alternate Art,266544,DominoCity,IT,1,47.3
279260102,244489,OP01-013a,Sanji,op-01,Alternate Art,779,Cardshopaolo,IT,1,52.26
298364585,244489,OP01-013a,Sanji,op-01,Alternate Art,36,Magic Planet,IT,1,53.31
295878554,244489,OP01-013a,Sanji,op-01,Alternate Art,51,StargateMN,IT,1,53.43
299573411,244489,OP01-013a,Sanji,op-01,Alternate Art,295514,UrzasConsulting,IT,1,59.26
299860738,244489,OP01-013a,Sanji,op-01,Alternate Art,30639,Jokerslair,IT,2,59.27
300061350,244489,OP01-013a,Sanji,op-01,Alternate Art,111066,ModernGames,IT,1,69.69
229999748,244489,OP01-013a,Sanji,op-01,Alternate Art,177765,Dyocaru,IT,1,78.02
272648577,244489,OP01-013a,Sanji,op-01,Alternate Art,779,Cardshopaolo,IT,1,116.65
284600153,244489,OP01-013a,Sanji,op-01,Alternate Art,86502,ChimeraTrading,IT,1,129.45
299573422,244496,OP01-016a,Nami,op-01,Alternate Art,295514,UrzasConsulting,IT,1,193.91
299719019,244496,OP01-016a,Nami,op-01,Alternate Art,65983,Duke City Games,US,1,201.19
253606669,244496,OP01-016a,Nami,op-01,Alternate Art,3972,TolarianAcademy,IT,1,211.41
296923502,244496,OP01-016a,Nami,op-01,Alternate Art,21929,Galactus Roma,IT,1,211.46
286573777,244496,OP01-016a,Nami,op-01,Alternate Art,21929,Galactus Roma,IT,1,212.63
